Name,Original_price,Offer,Final_price,Distance,Rating,Number of Rating,Summary,Location,City
Collection O 150 1st Cross Road Cottonpet,₹2965,32% off,₹2022,0.6 km,4.3 ,(1605 Ratings),Very Good,Majestic,Bangalore
OYO Flagship 15777 Basvanagudi,₹1571,36% off,₹1010,3.2 km,3.9 ,(2440 Ratings),Good,Majestic,Bangalore
OYO 649 Hotel Ajantha Trinity Inn,₹1868,32% off,₹1274,8.5 km,3.7 ,(574 Ratings),Good,Majestic,Bangalore
OYO 12965 Archana Comforts,₹1481,32% off,₹1010,3.2 km,4.1 ,(314 Ratings),Very Good,Majestic,Bangalore
OYO 36197 Royal Wood,₹2021,33% off,₹1363,8.6 km,4.3 ,(33 Ratings),Very Good,Majestic,Bangalore
OYO 19934 Hotel Golden Arch,₹1890,32% off,₹1289,5.5 km,4.6 ,(108 Ratings),Excellent,Majestic,Bangalore
OYO 2388 Hebbal,₹2502,32% off,₹1706,8.4 km,4.4 ,(134 Ratings),Very Good,Majestic,Bangalore
OYO 62331 GN Collection O,₹1835,32% off,₹1252,3.8 km,4.1 ,(232 Ratings),Very Good,Majestic,Bangalore
OYO 2318 Hotel Palm Emirates,₹1842,32% off,₹1256,8.1 km,4.1 ,(162 Ratings),Very Good,Majestic,Bangalore
OYO 48370 Enticing Stay Kalyan Nagar,₹2536,32% off,₹1729,9.7 km,4.3 ,(151 Ratings),Very Good,Majestic,Bangalore
OYO 14520 Habitat Hotel & Suites,₹1903,47% off,₹1010,7.2 km,4.0 ,(476 Ratings),Very Good,Majestic,Bangalore
SPOT ON 49946 Glamour Suites Saver,₹1481,32% off,₹1010,5.6 km,4.6 ,(309 Ratings),Excellent,Majestic,Bangalore
OYO 958 Hotel Greenwood Inn,₹1777,32% off,₹1212,9.4 km,3.4 ,(108 Ratings),Fair,Majestic,Bangalore
Capital O 11148 Amethyst Business Hotel,₹2791,32% off,₹1903,7.8 km,4.2 ,(948 Ratings),Very Good,Majestic,Bangalore
Capital O 26188 Domus Atithyam,₹2179,32% off,₹1486,9.5 km,4.1 ,(428 Ratings),Very Good,Majestic,Bangalore
OYO 14203 Chetana Inn Saver,₹1481,32% off,₹1010,8.2 km,4.1 ,(110 Ratings),Very Good,Majestic,Bangalore
Collection O 12684 Compact Green View,₹2138,32% off,₹1458,7.6 km,4.1 ,(3005 Ratings),Very Good,Majestic,Bangalore
OYO 10478 Raj Residency,₹1469,34% off,₹975,6.3 km,3.1 ,(151 Ratings),Fair,Majestic,Bangalore
Capital O 37517 Withinn Hotel,₹2140,32% off,₹1459,6.1 km,4.6 ,(2840 Ratings),Excellent,Majestic,Bangalore
OYO 10436 Hotel Forum Park,₹1777,32% off,₹1212,7.5 km,3.5 ,(253 Ratings),Good,Majestic,Bangalore
OYO 1175 Hotel Uno In,₹1816,32% off,₹1238,3.3 km,4.1 ,(845 Ratings),Very Good,Majestic,Bangalore
OYO 47142 Luxurious Stay Apollo Hospital,₹2077,32% off,₹1417,9.1 km,4.5 ,(391 Ratings),Excellent,Majestic,Bangalore
OYO 15016 Hotel City Plaza Saver,₹1716,41% off,₹1010,9.9 km,4.8 ,(437 Ratings),Excellent,Majestic,Bangalore
Capital O 61546 Silver Key Suites Deluxe,₹2233,32% off,₹1522,8.0 km,4.5 ,(535 Ratings),Excellent,Majestic,Bangalore
OYO Townhouse 238 Ulsoor,₹3187,32% off,₹2173,8.1 km,4.4 ,(982 Ratings),Very Good,Majestic,Bangalore
Collection O 30067 Indiranagar,₹3132,32% off,₹2136,9.0 km,4.4 ,(1996 Ratings),Very Good,Majestic,Bangalore
OYO 49249 Pavithraa Deluxe Suites,₹1140,32% off,₹778,5.1 km,4.3 ,(103 Ratings),Very Good,Majestic,Bangalore
Collection O 50215 Blue Inn,₹2350,32% off,₹1603,6.9 km,3.8 ,(184 Ratings),Good,Majestic,Bangalore
Palette - Citadel Hotel,₹6176,32% off,₹4211,0.7 km,NEW,,,Majestic,Bangalore
OYO 62768 Gm Royals,₹1376,32% off,₹938,8.6 km,4.5 ,(138 Ratings),Excellent,Majestic,Bangalore
OYO 47451 Elegant Indira Nagar,₹3058,32% off,₹2085,7.6 km,4.1 ,(98 Ratings),Very Good,Majestic,Bangalore
OYO 4691 Sai Comforts,₹1824,32% off,₹1244,8.0 km,4.2 ,(295 Ratings),Very Good,Majestic,Bangalore
OYO 62548 Hotel Raja Galaxy,₹1435,32% off,₹979,9.7 km,NEW,,,Majestic,Bangalore
OYO 11916 Varcity Plaza,₹2223,55% off,₹1010,10.0 km,4.4 ,(719 Ratings),Very Good,Majestic,Bangalore
Collection O 30012 Near Malleswaram,₹3636,40% off,₹2177,2.3 km,4.1 ,(2187 Ratings),Very Good,Majestic,Bangalore
OYO 19559 Pavithra Paradise,₹1430,32% off,₹975,5.3 km,4.2 ,(504 Ratings),Very Good,Majestic,Bangalore
OYO 10379 Hotel Varcity Sapphire,₹1906,36% off,₹1212,6.7 km,4.4 ,(335 Ratings),Very Good,Majestic,Bangalore
OYO 17018 Roots Nest,₹2684,32% off,₹1830,4.2 km,3.8 ,(12 Ratings),Good,Majestic,Bangalore
OYO 9016 Charu Comforts,₹1466,36% off,₹934,0.7 km,3.8 ,(368 Ratings),Good,Majestic,Bangalore
OYO Townhouse 255 Indiranagar Double Road,₹2508,32% off,₹1710,7.7 km,4.4 ,(114 Ratings),Very Good,Majestic,Bangalore
OYO 63224 Surya Residency Classic,₹2255,32% off,₹1537,9.3 km,3.8 ,(51 Ratings),Good,Majestic,Bangalore
OYO 27280 Hotel Maya International,₹6573,32% off,₹4482,6.4 km,4.6 ,(596 Ratings),Excellent,Majestic,Bangalore
OYO 13933 Varcity Pearl,₹1392,32% off,₹949,7.9 km,4.3 ,(1504 Ratings),Very Good,Majestic,Bangalore
OYO 18544 Amm Residency,₹1886,32% off,₹1283,5.2 km,4.4 ,(379 Ratings),Very Good,Majestic,Bangalore
OYO 436 Emirates Suites,₹1479,32% off,₹1009,6.5 km,4.1 ,(583 Ratings),Very Good,Majestic,Bangalore
OYO 10378 Hotel New Golden Key,₹1941,38% off,₹1212,6.5 km,3.8 ,(117 Ratings),Good,Majestic,Bangalore
OYO Flagship 16105 Majestic,₹1786,48% off,₹922,0.6 km,4.0 ,(4207 Ratings),Very Good,Majestic,Bangalore
OYO 15633 Champion Palace,₹1777,32% off,₹1212,7.9 km,4.1 ,(140 Ratings),Very Good,Majestic,Bangalore
OYO 11927 Varcity Imperium,₹2182,34% off,₹1443,5.4 km,3.9 ,(784 Ratings),Good,Majestic,Bangalore
Collection O 30061 Koramangala Wipro Signal,₹3784,46% off,₹2049,9.9 km,4.0 ,(1124 Ratings),Very Good,Majestic,Bangalore
OYO 39773 Pride Image,₹1777,32% off,₹1212,9.5 km,4.2 ,(479 Ratings),Very Good,Majestic,Bangalore
OYO Home 42372 Elegant Stay Hsr Layout Sector-6,₹2113,32% off,₹1441,9.2 km,3.7 ,(36 Ratings),Good,Majestic,Bangalore
Palette-SilverStar,₹3533,48% off,₹1845,1.7 km,3.9 ,(28 Ratings),Good,Majestic,Bangalore
OYO 3974 Hotel Bcp Royal Residency,₹1777,32% off,₹1212,1.6 km,3.8 ,(101 Ratings),Good,Majestic,Bangalore
OYO Townhouse 104 Koramangala Maharaja Signal,₹4100,32% off,₹2796,10.0 km,4.2 ,(2086 Ratings),Very Good,Majestic,Bangalore
OYO 16107 Rigel Residency,₹1784,32% off,₹1216,5.1 km,4.3 ,(774 Ratings),Very Good,Majestic,Bangalore
Capital O 36457 Boulevard Madiwala,₹2195,32% off,₹1497,7.4 km,4.3 ,(3492 Ratings),Very Good,Majestic,Bangalore
OYO Flagship 26565 Puttana Chetty Townhall,₹1589,40% off,₹953,2.7 km,4.2 ,(1300 Ratings),Very Good,Majestic,Bangalore
Collection O 36894 Golden Sands Koramangala,₹1481,32% off,₹1010,7.9 km,4.0 ,(1045 Ratings),Very Good,Majestic,Bangalore
OYO Flagship 45502 Sree Banashankari Guest House 2,₹2787,32% off,₹1900,9.2 km,3.8 ,(1033 Ratings),Good,Majestic,Bangalore
SilverKey Executive Stays 39585 Koramangala Sony World Signal,₹2013,32% off,₹1372,9.7 km,3.5 ,(761 Ratings),Good,Majestic,Bangalore
SilverKey Executive Stays 42938 Victorian Comforts Saver,₹1866,32% off,₹1273,8.0 km,4.7 ,(1940 Ratings),Excellent,Majestic,Bangalore
OYO Home 62394 Elegant Home Banashankari,₹1481,32% off,₹1010,9.0 km,4.1 ,(187 Ratings),Very Good,Majestic,Bangalore
OYO 62496 Srigandha Party Hall Deluxe,₹2058,32% off,₹1403,6.6 km,4.6 ,(103 Ratings),Excellent,Majestic,Bangalore
OYO 46060 Elegant Stay Mantri Square Mall,₹2830,32% off,₹1930,2.6 km,4.2 ,(133 Ratings),Very Good,Majestic,Bangalore
OYO 10346 The Himalayan Inn,₹2680,44% off,₹1497,9.6 km,4.1 ,(450 Ratings),Very Good,Majestic,Bangalore
OYO Townhouse 180 Jayanagar Saver,₹1367,32% off,₹932,7.9 km,4.4 ,(1528 Ratings),Very Good,Majestic,Bangalore
Capital O 49646 Hotel Champion Paradise,₹1925,32% off,₹1312,8.0 km,4.4 ,(334 Ratings),Very Good,Majestic,Bangalore
OYO 62387 Trip Hsr Layout,₹1998,32% off,₹1363,10.0 km,4.2 ,(294 Ratings),Very Good,Majestic,Bangalore
OYO 48460 Fern Leaf Saver,₹1888,32% off,₹1288,7.6 km,3.8 ,(187 Ratings),Good,Majestic,Bangalore
OYO 10821 Sree Balaji Residency,₹1777,32% off,₹1212,5.1 km,4.5 ,(398 Ratings),Excellent,Majestic,Bangalore
Capital O 11252 Grand Regency,₹3581,32% off,₹2442,3.8 km,4.7 ,(1160 Ratings),Excellent,Majestic,Bangalore
OYO 38662 Snt Comforts Lodge,₹1925,32% off,₹1312,0.4 km,3.6 ,(33 Ratings),Good,Majestic,Bangalore
OYO 18680 Olivia Comforts Saver,₹1959,51% off,₹966,9.2 km,4.5 ,(622 Ratings),Excellent,Majestic,Bangalore
Capital O 62949 Regal Suites,₹2160,32% off,₹1473,8.7 km,4.3 ,(471 Ratings),Very Good,Majestic,Bangalore
OYO 22836 Hotel Amster Inn,₹1995,32% off,₹1360,7.1 km,4.3 ,(308 Ratings),Very Good,Majestic,Bangalore
OYO 17327 The Rove,₹1430,32% off,₹975,6.4 km,4.5 ,(925 Ratings),Excellent,Majestic,Bangalore
SilverKey Executive Stays 19407 Padmanabhnagar,₹1889,32% off,₹1288,8.2 km,4.1 ,(2629 Ratings),Very Good,Majestic,Bangalore
OYO 49293 Hotel White Walkers,₹1353,32% off,₹922,8.2 km,4.0 ,(242 Ratings),Very Good,Majestic,Bangalore
Palette - Golden Metro,₹4260,32% off,₹2905,2.5 km,4.0 ,(20 Ratings),Very Good,Majestic,Bangalore
OYO 9605 Hotel Golden Inn,₹1928,35% off,₹1252,5.5 km,4.2 ,(691 Ratings),Very Good,Majestic,Bangalore
Collection O 30115 Bannergatta Vega City Mall,₹1777,32% off,₹1212,8.7 km,3.9 ,(3818 Ratings),Good,Majestic,Bangalore
OYO 38632 Lavish Stay Banashankari,₹2536,32% off,₹1729,5.8 km,4.1 ,(206 Ratings),Very Good,Majestic,Bangalore
OYO Townhouse 121 Kormangala 5th Block,₹3395,32% off,₹2315,8.4 km,4.0 ,(760 Ratings),Very Good,Majestic,Bangalore
SPOT ON 60050 Sri Balaji Serviced SPOT,₹803,32% off,₹547,8.3 km,4.0 ,(309 Ratings),Very Good,Majestic,Bangalore
OYO 4290 Silicon Suits,₹1928,33% off,₹1296,8.3 km,4.3 ,(3 Ratings),Very Good,Majestic,Bangalore
OYO 46496 Exotic Stay Silk Board,₹2866,32% off,₹1954,9.0 km,4.3 ,(837 Ratings),Very Good,Majestic,Bangalore
SPOT ON 43943 SS Comforts SPOT,₹865,32% off,₹590,7.5 km,4.2 ,(597 Ratings),Very Good,Majestic,Bangalore
Capital O 5381 The Emirates Hotel Deluxe,₹2395,32% off,₹1633,9.4 km,4.6 ,(1209 Ratings),Excellent,Majestic,Bangalore
SilverKey Executive Stays 19493 Manyata Tech Park,₹1986,32% off,₹1354,9.0 km,3.8 ,(4649 Ratings),Good,Majestic,Bangalore
SPOT ON 48462 Quick Inn SPOT,₹887,32% off,₹605,2.8 km,3.9 ,(239 Ratings),Good,Majestic,Bangalore
OYO 40178 Home Stay,₹1942,32% off,₹1324,8.8 km,3.9 ,(48 Ratings),Good,Majestic,Bangalore
SPOT ON 47801 S.G Comforts SPOT,₹1117,32% off,₹762,8.7 km,3.9 ,(250 Ratings),Good,Majestic,Bangalore
OYO 26568 Sai Heaven,₹2184,44% off,₹1228,9.2 km,3.3 ,(266 Ratings),Fair,Majestic,Bangalore
Palette - Abhimaani Vasathi,₹5442,36% off,₹3464,3.1 km,4.1 ,(7 Ratings),Very Good,Majestic,Bangalore
Capital O 5641 Hotel Corporate Park Inn,₹1734,42% off,₹1010,8.5 km,4.0 ,(2857 Ratings),Very Good,Majestic,Bangalore
OYO 432 Hotel Victoria Heights,₹1986,32% off,₹1354,7.9 km,4.4 ,(164 Ratings),Very Good,Majestic,Bangalore
SPOT ON 10435 Star Deluxe Lodge SPOT,₹1157,32% off,₹789,5.5 km,3.9 ,(431 Ratings),Good,Majestic,Bangalore
OYO 65924 Balaji Luxury ,₹1481,32% off,₹1010,8.6 km,NEW,,,Majestic,Bangalore
Collection O 30023 De Oriell Kormangala,₹3639,58% off,₹1546,9.6 km,3.8 ,(1297 Ratings),Good,Majestic,Bangalore
OYO 9151 Hotel Sri Sai Comforts,₹1906,36% off,₹1212,6.7 km,4.1 ,(173 Ratings),Very Good,Majestic,Bangalore
Capital O 41106 37th Crescent Boutique Suites,₹3907,32% off,₹2664,8.9 km,4.8 ,(271 Ratings),Excellent,Majestic,Bangalore
Palette - Hotel Casa de Suite,₹8094,36% off,₹5151,9.2 km,NEW,,,Majestic,Bangalore
OYO 23030 Hotel Gtv Comforts,₹1575,49% off,₹811,8.6 km,3.9 ,(62 Ratings),Good,Majestic,Bangalore
OYO 65792 Hotel Vardhaman Paradise,₹1777,32% off,₹1212,0.3 km,NEW,,,Majestic,Bangalore
SPOT ON 48699 Hotel PawanSree Deluxe Lodge SPOT,₹960,32% off,₹655,1.0 km,3.2 ,(480 Ratings),Fair,Majestic,Bangalore
OYO 2843 Om Residency,₹1435,32% off,₹979,8.7 km,3.6 ,(73 Ratings),Good,Majestic,Bangalore
OYO 25121 Bns Lodge,₹1322,38% off,₹814,4.5 km,3.7 ,(388 Ratings),Good,Majestic,Bangalore
OYO 18626 Diamond Paradise,₹1903,51% off,₹926,8.9 km,4.1 ,(153 Ratings),Very Good,Majestic,Bangalore
OYO 765 Hotel Sunil Residency,₹1430,32% off,₹975,3.9 km,4.0 ,(209 Ratings),Very Good,Majestic,Bangalore
Palette - Akshaya Aura Hotel,₹3408,36% off,₹2169,0.6 km,4.3 ,(25 Ratings),Very Good,Majestic,Bangalore
OYO 25036 Suraksha Residency,₹1460,33% off,₹974,1.6 km,4.6 ,(606 Ratings),Excellent,Majestic,Bangalore
SPOT ON 46978 Saroja Palace Delux Lodge SPOT,₹650,32% off,₹443,0.6 km,NEW,,,Majestic,Bangalore
SPOT ON 49093 Hotel Kashyap Boarding & Lodging  SPOT,₹731,32% off,₹499,3.7 km,NEW,,,Majestic,Bangalore
SPOT ON 63243 Sri Comforts Deluxe Lodge SPOT,₹3986,32% off,₹2718,0.4 km,NEW,,,Majestic,Bangalore
OYO 11056 Paris residency,₹8778,32% off,₹5985,6.8 km,4.0 ,(11 Ratings),Very Good,Majestic,Bangalore
OYO 35680 R G Comforts ,₹6595,32% off,₹4497,3.9 km,4.4 ,(445 Ratings),Very Good,Majestic,Bangalore
OYO 7898 Hotel Al Fa Inn,₹6579,32% off,₹4486,7.8 km,3.7 ,(290 Ratings),Good,Majestic,Bangalore
OYO 10114 Hotel Telehaus International,₹6634,32% off,₹4523,5.3 km,3.7 ,(279 Ratings),Good,Majestic,Bangalore
OYO 12761 High Street,₹11103,32% off,₹7570,4.1 km,4.5 ,(381 Ratings),Excellent,Majestic,Bangalore
OYO 12083 Hotel Champion Inn,₹1481,32% off,₹1010,7.8 km,4.4 ,(398 Ratings),Very Good,Majestic,Bangalore
OYO 11097 Hotel Grand Arabian,₹1727,44% off,₹964,6.7 km,4.1 ,(394 Ratings),Very Good,Majestic,Bangalore
OYO 3837 Confido Inn,₹3941,32% off,₹2687,8.0 km,3.9 ,(340 Ratings),Good,Majestic,Bangalore
Capital O 13184 Savi International,₹9716,32% off,₹6625,1.5 km,4.6 ,(2205 Ratings),Excellent,Majestic,Bangalore
OYO 64331 Blossom Comfort,₹1777,32% off,₹1212,7.2 km,4.2 ,(68 Ratings),Very Good,Majestic,Bangalore
OYO 23046 New Aishwarya Comforts,₹6579,32% off,₹4486,8.2 km,3.9 ,(161 Ratings),Good,Majestic,Bangalore
SPOT ON 49484 Jm Comfort,₹1431,32% off,₹976,5.5 km,4.1 ,(137 Ratings),Very Good,Majestic,Bangalore
OYO 16936 Champion Orchid,₹1465,43% off,₹835,7.7 km,NEW,,,Majestic,Bangalore
OYO 30882 Slv Regency,₹6573,32% off,₹4482,6.1 km,4.4 ,(253 Ratings),Very Good,Majestic,Bangalore
OYO 29346 Vijay Residency,₹1346,39% off,₹827,9.5 km,3.1 ,(152 Ratings),Fair,Majestic,Bangalore
OYO 38410 Hotel Hsr Comforts,₹5942,32% off,₹4051,8.8 km,3.3 ,(94 Ratings),Fair,Majestic,Bangalore
SPOT ON 60556 Udupi Residency SPOT,₹2395,32% off,₹1633,8.2 km,4.4 ,(330 Ratings),Very Good,Majestic,Bangalore
OYO 345 Hotel Red Mount Aquilla,₹3050,32% off,₹2080,8.8 km,3.8 ,(283 Ratings),Good,Majestic,Bangalore
OYO 10291 Sri Venkatadri Residency,₹1501,44% off,₹835,9.4 km,4.3 ,(154 Ratings),Very Good,Majestic,Bangalore
OYO 16744 Live Inn Castle,₹6584,32% off,₹4489,7.7 km,NEW,,,Majestic,Bangalore
OYO 16896 Priyanka Residency,₹1510,33% off,₹1010,9.6 km,4.0 ,(1 Ratings),Very Good,Majestic,Bangalore
OYO 26817 Gks Residency,₹1492,36% off,₹960,7.5 km,3.8 ,(225 Ratings),Good,Majestic,Bangalore
SPOT ON 37711 Vishwas Delux Lodge SPOT,₹3986,32% off,₹2718,8.3 km,3.3 ,(407 Ratings),Fair,Majestic,Bangalore
OYO 30525 Dwarka Grand,₹2136,32% off,₹1456,9.0 km,3.1 ,(12 Ratings),Fair,Majestic,Bangalore
OYO 15776 V R Residency,₹13035,32% off,₹8887,9.2 km,3.6 ,(200 Ratings),Good,Majestic,Bangalore
SPOT ON 46264 M K Grande SPOT,₹723,32% off,₹493,1.2 km,NEW,,,Majestic,Bangalore
OYO 8799 Urs Palace Deluxe,₹1931,32% off,₹1317,3.1 km,4.5 ,(395 Ratings),Excellent,Majestic,Bangalore
OYO 10332 Hotel Sai Arcade,₹6579,32% off,₹4486,2.3 km,NEW,,,Majestic,Bangalore
OYO 30678 S K Residency,₹2278,32% off,₹1553,2.2 km,4.5 ,(174 Ratings),Excellent,Majestic,Bangalore
SPOT ON 49355 HK Residency  SPOT,₹731,32% off,₹499,3.7 km,NEW,,,Majestic,Bangalore
OYO 13595 VT Residency,₹1425,33% off,₹948,3.9 km,3.9 ,(495 Ratings),Good,Majestic,Bangalore
SPOT ON 39787 Radha Krishna Deluxe Lodge SPOT,₹723,32% off,₹493,0.6 km,3.5 ,(804 Ratings),Good,Majestic,Bangalore
OYO 11683 Hotel YMCA,₹3082,67% off,₹1010,3.4 km,4.2 ,(288 Ratings),Very Good,Majestic,Bangalore
OYO 64763 Galaxy Service Apartments,₹2201,32% off,₹1501,5.3 km,NEW,,,Majestic,Bangalore
OYO 43298 Hotel Sai Grand,₹1481,32% off,₹1010,3.8 km,3.5 ,(167 Ratings),Good,Majestic,Bangalore
OYO Townhouse 042 Urvashi Theatre,₹2667,40% off,₹1610,3.6 km,3.8 ,(2374 Ratings),Good,Majestic,Bangalore
OYO 13594 Mathrushree Residency,₹6584,32% off,₹4489,3.7 km,4.5 ,(50 Ratings),Excellent,Majestic,Bangalore
OYO 10136 Hotel Central Suites,₹2923,52% off,₹1396,2.0 km,4.1 ,(392 Ratings),Very Good,Jayanagar,Bangalore
Collection O 42670 Grand Continent,₹2780,32% off,₹1896,1.6 km,4.6 ,(2228 Ratings),Excellent,Jayanagar,Bangalore
OYO 47143 Designer 1BHK Apollo Hospital,₹2378,32% off,₹1621,3.9 km,4.6 ,(126 Ratings),Excellent,Jayanagar,Bangalore
OYO Home 41195 Pleasant Stay Jp Nagar 5th Pahase,₹2426,32% off,₹1654,2.7 km,4.3 ,(293 Ratings),Very Good,Jayanagar,Bangalore
OYO 10525 Varcity Abra Madiwala,₹2006,32% off,₹1366,4.3 km,4.5 ,(475 Ratings),Excellent,Jayanagar,Bangalore
OYO Home 64412 Peaceful Stay Bg Road,₹1777,32% off,₹1212,3.2 km,4.6 ,(168 Ratings),Excellent,Jayanagar,Bangalore
Capital O 47480 Crystal Castle,₹2885,32% off,₹1967,3.6 km,4.4 ,(689 Ratings),Very Good,Jayanagar,Bangalore
OYO 11176 Hotel Tap Gold Crest,₹1430,32% off,₹975,3.8 km,3.9 ,(743 Ratings),Good,Jayanagar,Bangalore
OYO 63230 Exotica Hotels,₹1481,32% off,₹1010,1.5 km,4.5 ,(218 Ratings),Excellent,Jayanagar,Bangalore
OYO 28067 Shree Comforts,₹1344,36% off,₹861,4.9 km,3.1 ,(223 Ratings),Fair,Jayanagar,Bangalore
OYO 39445 Cozy Stay Fortis Hospital,₹1777,32% off,₹1212,3.1 km,4.7 ,(961 Ratings),Excellent,Jayanagar,Bangalore
OYO 13021 Park Palace,₹2020,32% off,₹1378,4.2 km,4.2 ,(177 Ratings),Very Good,Jayanagar,Bangalore
OYO 2318 Hotel Palm Emirates,₹1842,32% off,₹1256,2.8 km,4.1 ,(162 Ratings),Very Good,Jayanagar,Bangalore
OYO 5683 Sri Sai Suites,₹1579,36% off,₹1010,4.1 km,4.2 ,(441 Ratings),Very Good,Jayanagar,Bangalore
OYO 958 Hotel Greenwood Inn,₹1777,32% off,₹1212,4.9 km,3.4 ,(108 Ratings),Fair,Jayanagar,Bangalore
OYO 62548 Hotel Raja Galaxy,₹1435,32% off,₹979,1.0 km,NEW,,,Jayanagar,Bangalore
OYO 10363 Sri Balaji Guest House,₹1489,32% off,₹1010,2.7 km,4.6 ,(619 Ratings),Excellent,Jayanagar,Bangalore
OYO 16514 Ivory Pearl,₹1780,32% off,₹1214,4.1 km,4.4 ,(467 Ratings),Very Good,Jayanagar,Bangalore
Capital O 64592 Hotel Royal Orbit,₹1481,32% off,₹1010,5.2 km,4.5 ,(47 Ratings),Excellent,Jayanagar,Bangalore
OYO 15016 Hotel City Plaza Saver,₹1716,41% off,₹1010,4.3 km,4.8 ,(437 Ratings),Excellent,Jayanagar,Bangalore
OYO 10136 Hotel Central Suites,₹2923,52% off,₹1396,2.0 km,4.1 ,(392 Ratings),Very Good,Jayanagar,Bangalore
Collection O 42670 Grand Continent,₹2780,32% off,₹1896,1.6 km,4.6 ,(2228 Ratings),Excellent,Jayanagar,Bangalore
OYO 47143 Designer 1BHK Apollo Hospital,₹2378,32% off,₹1621,3.9 km,4.6 ,(126 Ratings),Excellent,Jayanagar,Bangalore
OYO Home 41195 Pleasant Stay Jp Nagar 5th Pahase,₹2426,32% off,₹1654,2.7 km,4.3 ,(293 Ratings),Very Good,Jayanagar,Bangalore
OYO 10525 Varcity Abra Madiwala,₹2006,32% off,₹1366,4.3 km,4.5 ,(475 Ratings),Excellent,Jayanagar,Bangalore
OYO Home 64412 Peaceful Stay Bg Road,₹1777,32% off,₹1212,3.2 km,4.6 ,(168 Ratings),Excellent,Jayanagar,Bangalore
Capital O 47480 Crystal Castle,₹2885,32% off,₹1967,3.6 km,4.4 ,(689 Ratings),Very Good,Jayanagar,Bangalore
OYO 11176 Hotel Tap Gold Crest,₹1430,32% off,₹975,3.8 km,3.9 ,(743 Ratings),Good,Jayanagar,Bangalore
OYO 63230 Exotica Hotels,₹1481,32% off,₹1010,1.5 km,4.5 ,(218 Ratings),Excellent,Jayanagar,Bangalore
OYO 28067 Shree Comforts,₹1344,36% off,₹861,4.9 km,3.1 ,(223 Ratings),Fair,Jayanagar,Bangalore
OYO 39445 Cozy Stay Fortis Hospital,₹1777,32% off,₹1212,3.1 km,4.7 ,(961 Ratings),Excellent,Jayanagar,Bangalore
OYO 13021 Park Palace,₹2020,32% off,₹1378,4.2 km,4.2 ,(177 Ratings),Very Good,Jayanagar,Bangalore
OYO 2318 Hotel Palm Emirates,₹1842,32% off,₹1256,2.8 km,4.1 ,(162 Ratings),Very Good,Jayanagar,Bangalore
OYO 5683 Sri Sai Suites,₹1579,36% off,₹1010,4.1 km,4.2 ,(441 Ratings),Very Good,Jayanagar,Bangalore
OYO 958 Hotel Greenwood Inn,₹1777,32% off,₹1212,4.9 km,3.4 ,(108 Ratings),Fair,Jayanagar,Bangalore
OYO 62548 Hotel Raja Galaxy,₹1435,32% off,₹979,1.0 km,NEW,,,Jayanagar,Bangalore
OYO 10363 Sri Balaji Guest House,₹1489,32% off,₹1010,2.7 km,4.6 ,(619 Ratings),Excellent,Jayanagar,Bangalore
OYO 16514 Ivory Pearl,₹1780,32% off,₹1214,4.1 km,4.4 ,(467 Ratings),Very Good,Jayanagar,Bangalore
Capital O 64592 Hotel Royal Orbit,₹1481,32% off,₹1010,5.2 km,4.5 ,(47 Ratings),Excellent,Jayanagar,Bangalore
OYO 15016 Hotel City Plaza Saver,₹1716,41% off,₹1010,4.3 km,4.8 ,(437 Ratings),Excellent,Jayanagar,Bangalore
Capital O 13090 Astor Hotel,₹2835,33% off,₹1894,6.7 km,4.3 ,(1466 Ratings),Very Good,Jayanagar,Bangalore
OYO 47142 Luxurious Stay Apollo Hospital,₹2077,32% off,₹1417,2.8 km,4.5 ,(391 Ratings),Excellent,Jayanagar,Bangalore
Capital O 11148 Amethyst Business Hotel,₹2791,32% off,₹1903,1.7 km,4.2 ,(948 Ratings),Very Good,Jayanagar,Bangalore
Capital O 33450 Hotel La Prosperite,₹3425,32% off,₹2335,6.5 km,4.5 ,(1540 Ratings),Excellent,Jayanagar,Bangalore
OYO 11916 Varcity Plaza,₹2223,55% off,₹1010,3.8 km,4.4 ,(719 Ratings),Very Good,Jayanagar,Bangalore
OYO 23461 Champion Lotus,₹1971,32% off,₹1344,7.8 km,4.5 ,(675 Ratings),Excellent,Jayanagar,Bangalore
OYO 14397 Varcity Phi Pavilion,₹1707,43% off,₹975,4.7 km,4.1 ,(476 Ratings),Very Good,Jayanagar,Bangalore
OYO 8476 Garden Comfort,₹1763,44% off,₹979,2.8 km,3.8 ,(306 Ratings),Good,Jayanagar,Bangalore
OYO 11915 Varcity Park,₹2117,52% off,₹1010,4.3 km,4.0 ,(534 Ratings),Very Good,Jayanagar,Bangalore
OYO Townhouse 049 HSR Layout,₹4831,64% off,₹1760,7.0 km,4.0 ,(495 Ratings),Very Good,Jayanagar,Bangalore
OYO 30639 Spacious Stay J P Nagar,₹1777,32% off,₹1212,2.8 km,4.5 ,(2662 Ratings),Excellent,Jayanagar,Bangalore
OYO Townhouse 258 Bellandur,₹2362,32% off,₹1611,8.1 km,4.4 ,(221 Ratings),Very Good,Jayanagar,Bangalore
OYO 18338 White Fort,₹1456,33% off,₹974,5.0 km,3.6 ,(282 Ratings),Good,Jayanagar,Bangalore
OYO Townhouse 251 Raja Ram Mohan Roy Circle,₹2508,32% off,₹1710,4.6 km,4.3 ,(235 Ratings),Very Good,Jayanagar,Bangalore
